414677789170610176	772064250	0	12	.............	other
416002744642576385	169403434	0	12	@JhonCristian	other
416002744642576385	169403434	14	14	♡	other
416002744642576385	169403434	16	27	&lt;&lt;&lt;	other
416474162341752832	772064250	0	15	@Nayeli_Irianaaa	other
416474162341752832	772064250	17	17	:	other
416474162341752832	772064250	18	21	****	other
422945058975780864	1160520883	0	15	@sanluispotoyees	other
422945058975780864	1160520883	17	17	*	other
422945058975780864	1160520883	18	20	183	other
422945058975780864	1160520883	21	23	...	other
422945058975780864	1160520883	25	27	-.-	other
423228647290318848	1160520883	0	10	@Yessy1584G	other
423228647290318848	1160520883	12	14	-.-	other
424469980436914178	772064250	0	0	"	other
424469980436914178	772064250	1	16	@ImThatGentleman	other
424469980436914178	772064250	17	17	:	other
424469980436914178	772064250	19	30	#TeamNoSleep	other
424469980436914178	772064250	31	31	"	other
424469980436914178	772064250	33	33	🙋	other
424469980436914178	772064250	35	35	🙋	other
424469980436914178	772064250	37	37	🙋	other
424554794477293569	1160520883	0	15	@sanluispotoyees	other
424554794477293569	1160520883	17	20	.?..	other
425327100866740224	772064250	0	4	.....	other
425377724681945088	772064250	0	15	@FabiolaCarrera2	other
425377724681945088	772064250	18	28	@kcarrera25	other
425467606682697728	772064250	0	0	"	other
425467606682697728	772064250	1	10	@acarrera3	other
425467606682697728	772064250	11	11	:	other
425467606682697728	772064250	13	17	LMFAO	other
425467606682697728	772064250	18	18	"	other
425477573829591041	772064250	0	0	✌	other
425477573829591041	772064250	2	2	✌	other
425477573829591041	772064250	4	4	✌	other
425758433883590656	1160520883	0	14	@Audreyy_torres	other
425758433883590656	1160520883	16	22	whoaaaa	other
425758433883590656	1160520883	24	26	lol	other
426559582895230976	169403434	0	6	Bambino	other
426559582895230976	169403434	8	9	:D	other
427687490909007872	1160520883	0	4	Ewwww	other
430545447564767235	1160520883	0	15	@Monimaravilla19	other
430545447564767235	1160520883	17	17	*	other
430545447564767235	1160520883	18	19	jk	other
430936532803788800	1160520883	0	3	Ummm	other
432407522633191424	1160520883	0	3	Ummm	other
432407522633191424	1160520883	4	6	...	other
433073646857228288	1160520883	0	14	@Audreyy_torres	other
433073646857228288	1160520883	16	20	mhmmm	other
433073646857228288	1160520883	22	24	-.-	other
434134419578707968	772064250	0	10	@kcarrera25	other
434134419578707968	772064250	12	12	😉	other
434134419578707968	772064250	14	14	😉	other
434134419578707968	772064250	16	16	😉	other
435334943174971392	772064250	0	12	Yyyyyyyyyyyyy	other
435334943174971392	772064250	13	14	?!	other
435589715454992384	772064250	0	10	@marlenevd5	other
435589715454992384	772064250	12	12	😘	other
435589715454992384	772064250	14	14	😘	other
435939706337886208	772064250	0	0	😢	other
435939706337886208	772064250	1	7	😢😢😢💔💔💔💔	other
435939706337886208	772064250	8	8	💔	other
435980396875247616	772064250	0	12	@delatorregee	other
435980396875247616	772064250	14	21	cutayyyy	other
435980396875247616	772064250	23	23	😍	other
436710057418309632	1160520883	0	4	Might	lang1
436710057418309632	1160520883	6	8	not	lang1
436710057418309632	1160520883	10	11	be	lang1
436710057418309632	1160520883	13	22	continuing	lang1
436710057418309632	1160520883	24	24	w	lang1
436710057418309632	1160520883	26	31	school	lang1
436710057418309632	1160520883	33	35	but	lang1
436710057418309632	1160520883	37	37	I	lang1
436710057418309632	1160520883	38	39	'm	lang1
436710057418309632	1160520883	41	45	happy	lang1
436710057418309632	1160520883	47	47	w	lang1
436710057418309632	1160520883	49	50	my	lang1
436710057418309632	1160520883	52	55	life	lang1
436710057418309632	1160520883	56	57	:)	other
436710057418309632	1160520883	59	65	college	lang1
436710057418309632	1160520883	67	68	ai	lang1
436710057418309632	1160520883	69	71	n't	lang1
436710057418309632	1160520883	73	75	for	lang1
436710057418309632	1160520883	77	85	everybody	lang1
436710057418309632	1160520883	87	87	I	lang1
436710057418309632	1160520883	88	89	'm	lang1
436710057418309632	1160520883	91	94	more	lang1
436710057418309632	1160520883	96	97	of	lang1
436710057418309632	1160520883	99	99	a	lang1
436710057418309632	1160520883	101	105	hands	lang1
436710057418309632	1160520883	107	108	on	lang1
436710057418309632	1160520883	110	116	laborer	lang1
436710057418309632	1160520883	118	121	kind	lang1
436710057418309632	1160520883	123	124	of	lang1
436710057418309632	1160520883	126	131	person	lang1
436710057418309632	1160520883	132	132	!	other
436710510377979904	1160520883	0	3	Goes	lang1
436710510377979904	1160520883	5	6	to	lang1
436710510377979904	1160520883	8	11	show	lang1
436710510377979904	1160520883	12	13	..	other
436710510377979904	1160520883	15	17	you	lang1
436710510377979904	1160520883	19	24	either	lang1
436710510377979904	1160520883	26	28	sit	lang1
436710510377979904	1160520883	30	34	there	lang1
436710510377979904	1160520883	36	40	&amp;	other
436710510377979904	1160520883	42	44	let	lang1
436710510377979904	1160520883	46	51	others	lang1
436710510377979904	1160520883	53	57	harsh	lang1
436710510377979904	1160520883	59	63	words	lang1
436710510377979904	1160520883	65	71	dictate	lang1
436710510377979904	1160520883	73	76	your	lang1
436710510377979904	1160520883	78	81	life	lang1
436710510377979904	1160520883	82	83	..	other
436710510377979904	1160520883	85	86	or	lang1
436710510377979904	1160520883	88	90	you	lang1
436710510377979904	1160520883	92	100	challenge	lang1
436710510377979904	1160520883	102	105	them	lang1
436710510377979904	1160520883	107	111	&amp;	other
436710510377979904	1160520883	113	117	prove	lang1
436710510377979904	1160520883	119	122	them	lang1
436710510377979904	1160520883	124	128	wrong	lang1
436710510377979904	1160520883	129	129	!	other
436710510377979904	1160520883	130	131	:)	other
436711090999660545	1160520883	0	5	Anyone	lang1
436711090999660545	1160520883	7	9	can	lang1
436711090999660545	1160520883	11	14	tell	lang1
